Date,HomeTeam,AwayTeam,B365>2.5,B365<2.5
11/09/2022,Strasbourg,Clermont,1.99,1.91
11/09/2022,Ajaccio,Nice,2.5,1.53
11/09/2022,Angers,Montpellier,1.72,2.1
11/09/2022,Lorient,Nantes,2.0,1.8
11/09/2022,Toulouse,Reims,1.86,2.04
11/09/2022,Rennes,Auxerre,1.61,2.3
11/09/2022,Monaco,Lyon,1.57,2.37
16/09/2022,Auxerre,Lorient,1.96,1.94
17/09/2022,Montpellier,Strasbourg,1.88,2.02
17/09/2022,Lille,Toulouse,1.66,2.2
18/09/2022,Reims,Monaco,1.72,2.1
18/09/2022,Brest,Ajaccio,2.3,1.61
18/09/2022,Clermont,Troyes,2.02,1.88
18/09/2022,Marseille,Rennes,1.8,2.0
18/09/2022,Nice,Angers,1.91,1.99
18/09/2022,Nantes,Lens,1.85,2.05
18/09/2022,Lyon,Paris SG,1.36,3.2
30/09/2022,Angers,Marseille,1.8,2.0
01/10/2022,Strasbourg,Rennes,1.92,1.98
01/10/2022,Paris SG,Nice,1.33,3.4
02/10/2022,Lorient,Lille,1.72,2.1
02/10/2022,Ajaccio,Clermont,2.5,1.53
02/10/2022,Auxerre,Brest,1.8,2.0
02/10/2022,Toulouse,Montpellier,1.72,2.1
02/10/2022,Troyes,Reims,1.95,1.95
02/10/2022,Monaco,Nantes,1.66,2.2
02/10/2022,Lens,Lyon,1.57,2.37
07/10/2022,Lyon,Toulouse,1.4,3.0
08/10/2022,Marseille,Ajaccio,1.9,2.0
08/10/2022,Reims,Paris SG,1.44,2.75
09/10/2022,Montpellier,Monaco,1.53,2.5
09/10/2022,Angers,Strasbourg,1.97,1.93
09/10/2022,Brest,Lorient,1.9,2.0
09/10/2022,Clermont,Auxerre,2.06,1.84
09/10/2022,Nice,Troyes,1.95,1.95
09/10/2022,Rennes,Nantes,1.66,2.2
09/10/2022,Lille,Lens,1.72,2.1
14/10/2022,Strasbourg,Lille,2.01,1.89
15/10/2022,Lorient,Reims,1.89,2.01
15/10/2022,Lens,Montpellier,1.57,2.37
16/10/2022,Toulouse,Angers,1.72,2.1
16/10/2022,Auxerre,Nice,1.97,1.93
16/10/2022,Nantes,Brest,2.0,1.8
16/10/2022,Rennes,Lyon,1.66,2.2
16/10/2022,Troyes,Ajaccio,2.37,1.57
16/10/2022,Monaco,Clermont,1.61,2.3
16/10/2022,Paris SG,Marseille,1.44,2.75
21/10/2022,Ajaccio,Paris SG,1.72,2.1
22/10/2022,Montpellier,Lyon,1.57,2.37
22/10/2022,Marseille,Lens,1.94,1.96
23/10/2022,Angers,Rennes,1.72,2.1
23/10/2022,Clermont,Brest,2.02,1.88
23/10/2022,Reims,Auxerre,1.98,1.92
23/10/2022,Toulouse,Strasbourg,1.84,2.06
23/10/2022,Troyes,Lorient,1.86,2.04
23/10/2022,Nice,Nantes,2.09,1.81
23/10/2022,Lille,Monaco,1.66,2.2
28/10/2022,Lens,Toulouse,1.57,2.37
29/10/2022,Paris SG,Troyes,1.25,4.0
29/10/2022,Strasbourg,Marseille,1.89,2.01
30/10/2022,Auxerre,Ajaccio,2.5,1.53
30/10/2022,Brest,Reims,1.96,1.94
30/10/2022,Monaco,Angers,1.5,2.62
30/10/2022,Nantes,Clermont,1.91,1.99
30/10/2022,Rennes,Montpellier,1.57,2.37
30/10/2022,Lorient,Nice,2.1,1.72
30/10/2022,Lyon,Lille,1.61,2.3
04/11/2022,Troyes,Auxerre,1.88,2.02
05/11/2022,Ajaccio,Strasbourg,2.3,1.61
05/11/2022,Angers,Lens,1.72,2.1
06/11/2022,Lorient,Paris SG,1.4,3.0
06/11/2022,Clermont,Montpellier,1.84,2.06
06/11/2022,Nice,Brest,1.98,1.92
06/11/2022,Reims,Nantes,1.97,1.93
06/11/2022,Toulouse,Monaco,1.57,2.37
06/11/2022,Lille,Rennes,1.72,2.1
06/11/2022,Marseille,Lyon,1.72,2.1
11/11/2022,Lyon,Nice,1.8,2.0
12/11/2022,Lens,Clermont,1.72,2.1
12/11/2022,Rennes,Toulouse,1.61,2.3
13/11/2022,Paris SG,Auxerre,1.25,4.0
13/11/2022,Brest,Troyes,1.72,2.1
13/11/2022,Lille,Angers,1.61,2.3
13/11/2022,Montpellier,Reims,1.86,2.04
13/11/2022,Nantes,Ajaccio,2.2,1.66
13/11/2022,Strasbourg,Lorient,1.8,2.0
13/11/2022,Monaco,Marseille,1.66,2.2
28/12/2022,Ajaccio,Angers,2.2,1.67
28/12/2022,Troyes,Nantes,1.8,2.0
28/12/2022,Auxerre,Monaco,1.73,2.1
28/12/2022,Clermont,Lille,1.87,2.03
28/12/2022,Brest,Lyon,1.73,2.1
28/12/2022,Paris SG,Strasbourg,1.4,3.0
29/12/2022,Lorient,Montpellier,1.8,2.0
29/12/2022,Reims,Rennes,1.9,2.0
29/12/2022,Marseille,Toulouse,1.62,2.3
29/12/2022,Nice,Lens,2.2,1.67
01/01/2023,Angers,Lorient,1.92,1.98
01/01/2023,Monaco,Brest,1.53,2.5
01/01/2023,Nantes,Auxerre,1.97,1.93
01/01/2023,Toulouse,Ajaccio,2.04,1.86
01/01/2023,Lyon,Clermont,1.62,2.3
01/01/2023,Lens,Paris SG,1.73,2.1
02/01/2023,Strasbourg,Troyes,1.86,2.04
02/01/2023,Lille,Reims,1.8,2.0
02/01/2023,Montpellier,Marseille,1.67,2.2
02/01/2023,Rennes,Nice,1.85,2.05
11/01/2023,Ajaccio,Reims,2.3,1.62
11/01/2023,Auxerre,Toulouse,1.9,2.0
11/01/2023,Brest,Lille,1.87,2.03
11/01/2023,Clermont,Rennes,1.94,1.96
11/01/2023,Nantes,Lyon,1.88,2.02
11/01/2023,Lorient,Monaco,1.73,2.1
11/01/2023,Nice,Montpellier,1.95,1.95
11/01/2023,Paris SG,Angers,1.25,4.0
11/01/2023,Strasbourg,Lens,2.02,1.88
11/01/2023,Troyes,Marseille,1.73,2.1
14/01/2023,Lens,Auxerre,1.85,2.05
14/01/2023,Marseille,Lorient,1.62,2.3
14/01/2023,Lyon,Strasbourg,1.73,2.1
15/01/2023,Lille,Troyes,1.62,2.3
15/01/2023,Angers,Clermont,2.0,1.9
15/01/2023,Montpellier,Nantes,1.86,2.04
15/01/2023,Reims,Nice,2.1,1.73
15/01/2023,Toulouse,Brest,1.8,2.0
15/01/2023,Monaco,Ajaccio,1.73,2.1
15/01/2023,Rennes,Paris SG,1.57,2.38
27/01/2023,Lorient,Rennes,2.01,1.89
28/01/2023,Troyes,Lens,1.92,1.98
28/01/2023,Marseille,Monaco,1.73,2.1
29/01/2023,Nice,Lille,2.0,1.8
29/01/2023,Auxerre,Montpellier,2.03,1.87
29/01/2023,Brest,Angers,2.01,1.89
29/01/2023,Clermont,Nantes,2.1,1.73
29/01/2023,Strasbourg,Toulouse,1.73,2.1
29/01/2023,Ajaccio,Lyon,2.06,1.84
29/01/2023,Paris SG,Reims,1.44,2.75
01/02/2023,Angers,Ajaccio,2.38,1.57
01/02/2023,Lille,Clermont,1.85,2.05
01/02/2023,Nantes,Marseille,1.94,1.96
01/02/2023,Reims,Lorient,1.98,1.92
01/02/2023,Toulouse,Troyes,1.67,2.2
01/02/2023,Lens,Nice,2.1,1.73
01/02/2023,Lyon,Brest,1.67,2.2
01/02/2023,Monaco,Auxerre,1.57,2.38
01/02/2023,Montpellier,Paris SG,1.44,2.75
01/02/2023,Rennes,Strasbourg,1.89,2.01
04/02/2023,Paris SG,Toulouse,1.44,2.75
04/02/2023,Troyes,Lyon,1.67,2.2
04/02/2023,Rennes,Lille,2.06,1.84
05/02/2023,Clermont,Monaco,1.87,2.03
05/02/2023,Ajaccio,Nantes,2.5,1.53
05/02/2023,Auxerre,Reims,2.0,1.8
05/02/2023,Lorient,Angers,2.01,1.89
05/02/2023,Strasbourg,Montpellier,1.99,1.91
05/02/2023,Brest,Lens,1.98,1.92
05/02/2023,Marseille,Nice,2.0,1.9
10/02/2023,Nice,Ajaccio,2.3,1.62
11/02/2023,Monaco,Paris SG,1.67,2.2
11/02/2023,Clermont,Marseille,2.02,1.88
12/02/2023,Toulouse,Rennes,1.8,2.0
12/02/2023,Angers,Auxerre,2.1,1.73
12/02/2023,Lille,Strasbourg,1.8,2.0
12/02/2023,Montpellier,Brest,2.04,1.86
12/02/2023,Reims,Troyes,1.73,2.1
12/02/2023,Nantes,Lorient,2.0,1.8
12/02/2023,Lyon,Lens,1.97,1.93
17/02/2023,Auxerre,Lyon,1.94,1.96
18/02/2023,Nice,Reims,2.1,1.73
18/02/2023,Strasbourg,Angers,2.1,1.73
19/02/2023,Paris SG,Lille,1.62,2.3
19/02/2023,Brest,Monaco,1.8,2.0
19/02/2023,Lorient,Ajaccio,2.3,1.62
19/02/2023,Rennes,Clermont,2.02,1.88
19/02/2023,Troyes,Montpellier,1.91,1.99
19/02/2023,Lens,Nantes,1.93,1.97
19/02/2023,Toulouse,Marseille,1.67,2.2
24/02/2023,Lille,Brest,1.62,2.3
25/02/2023,Angers,Lyon,1.9,2.0
25/02/2023,Montpellier,Lens,2.03,1.87
26/02/2023,Lorient,Auxerre,1.93,1.97
26/02/2023,Ajaccio,Troyes,2.38,1.57
26/02/2023,Clermont,Strasbourg,2.2,1.67
26/02/2023,Nantes,Rennes,2.1,1.73
26/02/2023,Reims,Toulouse,1.73,2.1
26/02/2023,Monaco,Nice,1.91,1.99
26/02/2023,Marseille,Paris SG,1.62,2.3
03/03/2023,Nice,Auxerre,2.1,1.73
04/03/2023,Lens,Lille,1.99,1.91
04/03/2023,Paris SG,Nantes,1.53,2.5
05/03/2023,Troyes,Monaco,1.62,2.3
05/03/2023,Montpellier,Angers,2.09,1.81
05/03/2023,Reims,Ajaccio,2.1,1.73
05/03/2023,Strasbourg,Brest,2.1,1.73
05/03/2023,Toulouse,Clermont,1.86,2.04
05/03/2023,Lyon,Lorient,1.73,2.1
05/03/2023,Rennes,Marseille,1.89,2.01
10/03/2023,Lille,Lyon,1.67,2.2
11/03/2023,Auxerre,Rennes,2.1,1.73
11/03/2023,Brest,Paris SG,1.57,2.38
12/03/2023,Clermont,Lens,2.2,1.67
12/03/2023,Ajaccio,Montpellier,2.38,1.57
12/03/2023,Angers,Toulouse,1.73,2.1
12/03/2023,Lorient,Troyes,1.85,2.08
12/03/2023,Nantes,Nice,2.3,1.62
12/03/2023,Monaco,Reims,1.73,2.1
12/03/2023,Marseille,Strasbourg,1.73,2.1
17/03/2023,Lyon,Nantes,1.73,2.1
18/03/2023,Toulouse,Lille,1.67,2.2
18/03/2023,Lens,Angers,1.62,2.3
19/03/2023,Ajaccio,Monaco,2.1,1.73
19/03/2023,Montpellier,Clermont,2.1,1.73
19/03/2023,Nice,Lorient,2.0,1.9
19/03/2023,Strasbourg,Auxerre,2.1,1.73
19/03/2023,Troyes,Brest,2.04,1.86
19/03/2023,Paris SG,Rennes,1.57,2.38
19/03/2023,Reims,Marseille,1.89,2.01
31/03/2023,Marseille,Montpellier,1.67,2.2
01/04/2023,Auxerre,Troyes,2.05,1.85
01/04/2023,Rennes,Lens,1.98,1.92
02/04/2023,Lille,Lorient,1.57,2.38
02/04/2023,Angers,Nice,2.1,1.73
02/04/2023,Brest,Toulouse,1.88,2.02
02/04/2023,Clermont,Ajaccio,2.5,1.53
02/04/2023,Nantes,Reims,2.1,1.73
02/04/2023,Monaco,Strasbourg,1.73,2.1
02/04/2023,Paris SG,Lyon,1.5,2.63
07/04/2023,Lens,Strasbourg,1.92,1.98
08/04/2023,Angers,Lille,1.67,2.2
08/04/2023,Nice,Paris SG,1.67,2.2
09/04/2023,Lyon,Rennes,1.92,1.98
09/04/2023,Ajaccio,Auxerre,2.75,1.44
09/04/2023,Montpellier,Toulouse,1.8,2.0
09/04/2023,Reims,Brest,1.84,2.06
09/04/2023,Troyes,Clermont,2.0,1.8
09/04/2023,Nantes,Monaco,1.85,2.05
09/04/2023,Lorient,Marseille,1.67,2.2
14/04/2023,Toulouse,Lyon,1.57,2.38
15/04/2023,Rennes,Reims,1.91,1.99
15/04/2023,Paris SG,Lens,1.57,2.38
16/04/2023,Lille,Montpellier,1.57,2.38
16/04/2023,Auxerre,Nantes,2.38,1.57
16/04/2023,Brest,Nice,2.2,1.67
16/04/2023,Clermont,Angers,1.97,1.93
16/04/2023,Strasbourg,Ajaccio,2.5,1.53
16/04/2023,Monaco,Lorient,1.44,2.75
16/04/2023,Marseille,Troyes,1.44,2.75
21/04/2023,Angers,Paris SG,1.4,3.0
22/04/2023,Auxerre,Lille,1.94,1.96
22/04/2023,Lens,Monaco,1.85,2.05
23/04/2023,Reims,Strasbourg,1.94,1.96
23/04/2023,Ajaccio,Brest,2.63,1.5
23/04/2023,Lorient,Toulouse,1.73,2.1
23/04/2023,Nantes,Troyes,1.9,2.0
23/04/2023,Nice,Clermont,2.1,1.73
23/04/2023,Montpellier,Rennes,1.94,1.96
23/04/2023,Lyon,Marseille,1.67,2.2
28/04/2023,Strasbourg,Lyon,1.96,1.94
29/04/2023,Lille,Ajaccio,1.67,2.2
30/04/2023,Monaco,Montpellier,1.57,2.38
30/04/2023,Clermont,Reims,2.05,1.85
30/04/2023,Rennes,Angers,1.73,2.1
30/04/2023,Troyes,Nice,1.86,2.04
30/04/2023,Paris SG,Lorient,1.29,3.75
30/04/2023,Marseille,Auxerre,1.67,2.2
02/05/2023,Toulouse,Lens,1.57,2.38
03/05/2023,Brest,Nantes,2.03,1.87
06/05/2023,Nice,Rennes,2.1,1.73
06/05/2023,Reims,Lille,1.73,2.1
06/05/2023,Lens,Marseille,1.88,2.02
07/05/2023,Angers,Monaco,1.53,2.5
07/05/2023,Ajaccio,Toulouse,2.1,1.73
07/05/2023,Auxerre,Clermont,2.2,1.67
07/05/2023,Lorient,Brest,1.97,1.93
07/05/2023,Nantes,Strasbourg,2.05,1.85
07/05/2023,Lyon,Montpellier,1.67,2.2
07/05/2023,Troyes,Paris SG,1.4,3.0
12/05/2023,Lens,Reims,1.57,2.38
13/05/2023,Strasbourg,Nice,2.1,1.73
13/05/2023,Paris SG,Ajaccio,1.4,3.0
14/05/2023,Clermont,Lyon,1.73,2.1
14/05/2023,Brest,Auxerre,2.2,1.67
14/05/2023,Montpellier,Lorient,1.8,2.0
14/05/2023,Rennes,Troyes,1.5,2.63
14/05/2023,Toulouse,Nantes,1.8,2.0
14/05/2023,Monaco,Lille,1.62,2.3
14/05/2023,Marseille,Angers,1.44,2.75
19/05/2023,Lyon,Monaco,1.44,2.75
20/05/2023,Nantes,Montpellier,1.91,1.99
20/05/2023,Lille,Marseille,1.73,2.1
21/05/2023,Ajaccio,Rennes,2.06,1.84
21/05/2023,Brest,Clermont,2.07,1.83
21/05/2023,Nice,Toulouse,1.73,2.1
21/05/2023,Reims,Angers,1.57,2.38
21/05/2023,Troyes,Strasbourg,1.73,2.1
21/05/2023,Lorient,Lens,1.73,2.1
21/05/2023,Auxerre,Paris SG,1.57,2.38
27/05/2023,Angers,Troyes,1.73,2.1
27/05/2023,Clermont,Lorient,1.96,1.94
27/05/2023,Lens,Ajaccio,1.57,2.38
27/05/2023,Lille,Nantes,1.67,2.2
27/05/2023,Lyon,Reims,1.53,2.5
27/05/2023,Marseille,Brest,1.57,2.38
27/05/2023,Montpellier,Nice,1.73,2.1
27/05/2023,Rennes,Monaco,1.57,2.38
27/05/2023,Strasbourg,Paris SG,1.57,2.38
27/05/2023,Toulouse,Auxerre,1.8,2.0
03/06/2023,Ajaccio,Marseille,1.57,2.38
03/06/2023,Auxerre,Lens,1.73,2.1
03/06/2023,Brest,Rennes,1.67,2.2
03/06/2023,Lorient,Strasbourg,1.73,2.1
03/06/2023,Monaco,Toulouse,1.44,2.75
03/06/2023,Nantes,Angers,1.57,2.38
03/06/2023,Nice,Lyon,1.5,2.63
03/06/2023,Paris SG,Clermont,1.3,3.5
03/06/2023,Reims,Montpellier,1.5,2.63
03/06/2023,Troyes,Lille,1.36,3.2
11/08/2023,Nice,Lille,1.92,1.98
12/08/2023,Marseille,Reims,1.8,2.0
12/08/2023,Paris SG,Lorient,1.5,2.63
13/08/2023,Brest,Lens,2.05,1.85
13/08/2023,Clermont,Monaco,1.73,2.1
13/08/2023,Montpellier,Le Havre,2.1,1.73
13/08/2023,Nantes,Toulouse,2.03,1.87
13/08/2023,Rennes,Metz,1.73,2.1
13/08/2023,Strasbourg,Lyon,1.73,2.1
18/08/2023,Metz,Marseille,1.73,2.1
19/08/2023,Lyon,Montpellier,1.57,2.38
19/08/2023,Toulouse,Paris SG,1.57,2.38
20/08/2023,Lille,Nantes,1.67,2.2
20/08/2023,Le Havre,Brest,2.2,1.67
20/08/2023,Lorient,Nice,2.0,1.9
20/08/2023,Reims,Clermont,1.86,2.04
20/08/2023,Monaco,Strasbourg,1.67,2.2
20/08/2023,Lens,Rennes,1.73,2.1
25/08/2023,Nantes,Monaco,1.73,2.1
26/08/2023,Marseille,Brest,1.73,2.1
26/08/2023,Paris SG,Lens,1.67,2.2
27/08/2023,Rennes,Le Havre,1.8,2.0
27/08/2023,Clermont,Metz,1.85,2.05
27/08/2023,Montpellier,Reims,1.73,2.1
27/08/2023,Strasbourg,Toulouse,1.8,2.0
27/08/2023,Lorient,Lille,1.87,2.03
27/08/2023,Nice,Lyon,1.67,2.2
01/09/2023,Nantes,Marseille,1.73,2.1
02/09/2023,Brest,Rennes,1.73,2.1
02/09/2023,Monaco,Lens,1.57,2.38
03/09/2023,Toulouse,Clermont,1.89,2.01
03/09/2023,Le Havre,Lorient,2.2,1.67
03/09/2023,Lille,Montpellier,1.62,2.3
03/09/2023,Metz,Reims,1.87,2.03
03/09/2023,Nice,Strasbourg,1.99,1.91
03/09/2023,Lyon,Paris SG,1.44,2.75
15/09/2023,Paris SG,Nice,1.62,2.3
16/09/2023,Rennes,Lille,1.73,2.1
16/09/2023,Lens,Metz,1.67,2.2
17/09/2023,Lorient,Monaco,1.62,2.3
17/09/2023,Clermont,Nantes,2.02,1.88
17/09/2023,Reims,Brest,1.8,2.0
17/09/2023,Strasbourg,Montpellier,1.85,2.05
17/09/2023,Marseille,Toulouse,1.57,2.38
17/09/2023,Lyon,Le Havre,1.67,2.2
22/09/2023,Monaco,Nice,1.73,2.1
23/09/2023,Nantes,Lorient,2.0,1.9
23/09/2023,Brest,Lyon,1.67,2.2
24/09/2023,Metz,Strasbourg,2.1,1.73
24/09/2023,Le Havre,Clermont,2.1,1.73
24/09/2023,Lens,Toulouse,1.73,2.1
24/09/2023,Montpellier,Rennes,1.73,2.1
24/09/2023,Paris SG,Marseille,1.53,2.5
26/09/2023,Lille,Reims,1.84,2.06
29/09/2023,Strasbourg,Lens,2.04,1.86
30/09/2023,Clermont,Paris SG,1.62,2.3
30/09/2023,Monaco,Marseille,1.53,2.5
01/10/2023,Reims,Lyon,1.67,2.2
01/10/2023,Le Havre,Lille,2.0,1.8
01/10/2023,Nice,Brest,1.94,1.96
01/10/2023,Toulouse,Metz,2.01,1.89
01/10/2023,Lorient,Montpellier,1.8,2.0
01/10/2023,Rennes,Nantes,1.67,2.2
06/10/2023,Strasbourg,Nantes,2.2,1.65
07/10/2023,Metz,Nice,1.98,1.92
07/10/2023,Reims,Monaco,1.6,2.3
08/10/2023,Marseille,Le Havre,1.7,2.1
08/10/2023,Brest,Toulouse,2.01,1.89
08/10/2023,Lyon,Lorient,1.67,2.15
08/10/2023,Lens,Lille,1.96,1.94
08/10/2023,Rennes,Paris SG,1.73,2.08
20/10/2023,Le Havre,Lens,2.1,1.7
21/10/2023,Paris SG,Strasbourg,1.44,2.7
21/10/2023,Nice,Marseille,2.06,1.84
22/10/2023,Lorient,Rennes,1.75,2.05
22/10/2023,Lille,Brest,1.98,1.92
22/10/2023,Nantes,Montpellier,1.75,2.05
22/10/2023,Toulouse,Reims,1.87,2.03
22/10/2023,Monaco,Metz,1.44,2.7
22/10/2023,Lyon,Clermont,1.73,2.08
27/10/2023,Clermont,Nice,2.2,1.65
28/10/2023,Reims,Lorient,1.7,2.1
28/10/2023,Lens,Nantes,1.75,2.05
29/10/2023,Brest,Paris SG,1.65,2.2
29/10/2023,Lille,Monaco,1.57,2.35
29/10/2023,Metz,Le Havre,2.15,1.67
29/10/2023,Montpellier,Toulouse,1.73,2.08
29/10/2023,Rennes,Strasbourg,1.9,2.0
03/11/2023,Paris SG,Montpellier,1.36,3.1
04/11/2023,Lorient,Lens,1.88,2.02
04/11/2023,Marseille,Lille,1.89,2.01
05/11/2023,Lyon,Metz,1.73,2.08
05/11/2023,Nantes,Reims,2.08,1.73
05/11/2023,Strasbourg,Clermont,2.2,1.65
05/11/2023,Toulouse,Le Havre,2.08,1.73
05/11/2023,Monaco,Brest,1.62,2.25
05/11/2023,Nice,Rennes,2.1,1.7
10/11/2023,Montpellier,Nice,2.05,1.85
11/11/2023,Reims,Paris SG,1.6,2.3
11/11/2023,Le Havre,Monaco,1.73,2.08
12/11/2023,Clermont,Lorient,2.1,1.7
12/11/2023,Lille,Toulouse,1.75,2.05
12/11/2023,Metz,Nantes,2.05,1.85
12/11/2023,Rennes,Lyon,1.67,2.15
12/11/2023,Lens,Marseille,1.89,2.01
24/11/2023,Paris SG,Monaco,1.36,3.1
25/11/2023,Clermont,Lens,2.05,1.75
25/11/2023,Strasbourg,Marseille,2.08,1.82
26/11/2023,Nice,Toulouse,2.08,1.82
26/11/2023,Lorient,Metz,2.1,1.7
26/11/2023,Montpellier,Brest,1.98,1.92
26/11/2023,Nantes,Le Havre,2.08,1.73
26/11/2023,Rennes,Reims,1.94,1.96
26/11/2023,Lyon,Lille,1.98,1.92
29/11/2023,Montpellier,Clermont,2.0,1.9
01/12/2023,Reims,Strasbourg,1.9,2.0
02/12/2023,Lens,Lyon,1.75,2.05
02/12/2023,Nantes,Nice,2.15,1.67
03/12/2023,Le Havre,Paris SG,1.53,2.4
03/12/2023,Brest,Clermont,2.04,1.86
03/12/2023,Monaco,Montpellier,1.5,2.5
03/12/2023,Toulouse,Lorient,1.99,1.91
03/12/2023,Lille,Metz,1.73,2.08
03/12/2023,Marseille,Rennes,1.84,2.06
06/12/2023,Marseille,Lyon,1.75,2.05
07/12/2023,Brest,Strasbourg,2.05,1.75
08/12/2023,Montpellier,Lens,2.0,1.9
09/12/2023,Rennes,Monaco,1.67,2.15
09/12/2023,Paris SG,Nantes,1.4,2.88
10/12/2023,Nice,Reims,2.1,1.7
10/12/2023,Clermont,Lille,2.05,1.75
10/12/2023,Metz,Brest,2.15,1.67
10/12/2023,Strasbourg,Le Havre,2.3,1.6
10/12/2023,Lyon,Toulouse,1.75,2.05
10/12/2023,Lorient,Marseille,1.97,1.93
15/12/2023,Monaco,Lyon,1.57,2.35
16/12/2023,Le Havre,Nice,2.4,1.53
16/12/2023,Lens,Reims,1.86,2.04
17/12/2023,Nantes,Brest,2.15,1.67
17/12/2023,Lorient,Strasbourg,2.15,1.67
17/12/2023,Metz,Montpellier,2.08,1.73
17/12/2023,Toulouse,Rennes,1.89,2.01
17/12/2023,Marseille,Clermont,1.73,2.08
17/12/2023,Lille,Paris SG,1.67,2.15
20/12/2023,Brest,Lorient,1.99,1.91
20/12/2023,Clermont,Rennes,2.05,1.75
20/12/2023,Lyon,Nantes,1.73,2.08
20/12/2023,Montpellier,Marseille,1.8,2.0
20/12/2023,Nice,Lens,2.25,1.62
20/12/2023,Paris SG,Metz,1.36,3.1
20/12/2023,Reims,Le Havre,1.95,1.95
20/12/2023,Strasbourg,Lille,2.05,1.75
20/12/2023,Toulouse,Monaco,1.65,2.2
12/01/2024,Marseille,Strasbourg,2.08,1.73
13/01/2024,Monaco,Reims,1.6,2.3
13/01/2024,Rennes,Nice,2.25,1.62
14/01/2024,Lille,Lorient,1.73,2.08
14/01/2024,Brest,Montpellier,1.99,1.91
14/01/2024,Metz,Toulouse,2.3,1.6
14/01/2024,Nantes,Clermont,2.15,1.67
14/01/2024,Le Havre,Lyon,2.08,1.73
14/01/2024,Lens,Paris SG,1.6,2.3
26/01/2024,Lyon,Rennes,2.05,1.75
27/01/2024,Nice,Metz,2.08,1.73
27/01/2024,Marseille,Monaco,1.7,2.1
28/01/2024,Montpellier,Lille,2.01,1.89
28/01/2024,Clermont,Strasbourg,2.2,1.65
28/01/2024,Lorient,Le Havre,2.4,1.53
28/01/2024,Reims,Nantes,1.92,1.98
28/01/2024,Toulouse,Lens,1.99,1.91
28/01/2024,Paris SG,Brest,1.53,2.4
02/02/2024,Strasbourg,Paris SG,1.6,2.3
03/02/2024,Rennes,Montpellier,1.86,2.04
03/02/2024,Nantes,Lens,2.05,1.75
04/02/2024,Monaco,Le Havre,1.73,2.08
04/02/2024,Lille,Clermont,1.85,2.05
04/02/2024,Metz,Lorient,2.5,1.5
04/02/2024,Reims,Toulouse,1.98,1.92
04/02/2024,Brest,Nice,2.35,1.57
04/02/2024,Lyon,Marseille,1.95,1.95
09/02/2024,Marseille,Metz,2.0,1.9
10/02/2024,Lens,Strasbourg,2.04,1.86
10/02/2024,Paris SG,Lille,1.7,2.1
11/02/2024,Le Havre,Rennes,2.15,1.67
11/02/2024,Clermont,Brest,2.15,1.67
11/02/2024,Lorient,Reims,1.99,1.91
11/02/2024,Toulouse,Nantes,2.05,1.75
11/02/2024,Montpellier,Lyon,2.06,1.84
11/02/2024,Nice,Monaco,2.06,1.84
16/02/2024,Lyon,Nice,2.2,1.65
17/02/2024,Lille,Le Havre,2.05,1.75
17/02/2024,Nantes,Paris SG,1.57,2.35
18/02/2024,Strasbourg,Lorient,1.99,1.91
18/02/2024,Monaco,Toulouse,1.6,2.3
18/02/2024,Montpellier,Metz,2.15,1.67
18/02/2024,Rennes,Clermont,1.75,2.05
18/02/2024,Reims,Lens,2.06,1.84
18/02/2024,Brest,Marseille,2.15,1.67
23/02/2024,Metz,Lyon,2.2,1.65
24/02/2024,Lorient,Nantes,2.15,1.67
24/02/2024,Strasbourg,Brest,2.2,1.65
25/02/2024,Lens,Monaco,1.75,2.05
25/02/2024,Le Havre,Reims,2.15,1.67
25/02/2024,Nice,Clermont,2.08,1.73
25/02/2024,Toulouse,Lille,2.03,1.87
25/02/2024,Paris SG,Rennes,1.6,2.3
25/02/2024,Marseille,Montpellier,1.84,2.06
01/03/2024,Monaco,Paris SG,1.53,2.4
02/03/2024,Reims,Lille,1.99,1.91
02/03/2024,Clermont,Marseille,1.91,1.99
03/03/2024,Toulouse,Nice,2.3,1.6
03/03/2024,Brest,Le Havre,2.05,1.75
03/03/2024,Montpellier,Strasbourg,2.0,1.9
03/03/2024,Nantes,Metz,2.25,1.62
03/03/2024,Rennes,Lorient,1.75,2.05
03/03/2024,Lyon,Lens,1.99,1.91
08/03/2024,Nice,Montpellier,1.92,1.98
09/03/2024,Lorient,Lyon,2.0,1.9
09/03/2024,Lens,Brest,2.15,1.67
10/03/2024,Paris SG,Reims,1.48,2.6
10/03/2024,Le Havre,Toulouse,2.15,1.67
10/03/2024,Metz,Clermont,2.1,1.7
10/03/2024,Strasbourg,Monaco,1.67,2.15
10/03/2024,Lille,Rennes,2.05,1.85
10/03/2024,Marseille,Nantes,1.87,2.03
15/03/2024,Toulouse,Lyon,2.08,1.82
16/03/2024,Nantes,Strasbourg,2.1,1.7
16/03/2024,Lens,Nice,2.1,1.7
17/03/2024,Brest,Lille,2.3,1.6
17/03/2024,Clermont,Le Havre,2.25,1.62
17/03/2024,Monaco,Lorient,1.53,2.4
17/03/2024,Reims,Metz,2.02,1.88
17/03/2024,Rennes,Marseille,1.93,1.97
17/03/2024,Montpellier,Paris SG,1.5,2.5
29/03/2024,Lille,Lens,2.1,1.7
30/03/2024,Metz,Monaco,1.7,2.1
30/03/2024,Lyon,Reims,1.75,2.05
31/03/2024,Lorient,Brest,2.2,1.65
31/03/2024,Clermont,Toulouse,2.07,1.83
