market,n,hit,hit_rate,profit,roi,avg_odds,max_dd,top3_wins,profit_ex_top3,roi_ex_top3,seasons,n_seasons,leagues,n_leagues,pattern,odds_band,reject
Over35,2064,750,36.3,-114.0,-5.5,2.6,-146.6,4.8,-118.8,-5.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,any,ROI=-5.5%<=0
BTTS,2064,1231,59.6,127.18,6.2,1.78,-25.7,2.34,124.84,6.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,any,
Home_win,144,95,66.0,-7.42,-5.2,1.44,-12.61,1.72,-9.14,-6.3,"[2021, 2022, 2023, 2024, 2025]",5,"['Bundesliga', 'La Liga', 'Serie A', 'Premier League', 'Ligue 1', 'Eredivisie', '2. Bundesliga', 'MLS']",8,away_ga_low,H_1.30-1.60,ROI=-5.2%<=0
Home_win,289,164,56.7,2.69,0.9,1.78,-14.66,2.91,-0.22,-0.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Eredivisie', 'Serie A', 'Premier League', 'Bundesliga', 'MLS']",8,away_ga_low,H_1.60-2.00,profit_ex_top3<=0
Home_win,493,201,40.8,-29.64,-6.0,2.32,-42.28,5.1,-34.74,-7.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Bundesliga', 'Ligue 1', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,away_ga_low,H_2.00-2.75,ROI=-6.0%<=0
Home_win,861,179,20.8,-131.3,-15.2,4.98,-140.39,40.0,-171.3,-19.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,away_ga_low,H_2.75+,ROI=-15.2%<=0
Home_win,1832,674,36.8,-168.08,-9.2,3.39,-175.25,40.0,-208.08,-11.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,H_any,ROI=-9.2%<=0
Draw,999,282,28.2,-18.15,-1.8,3.48,-46.7,8.25,-26.4,-2.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Bundesliga', 'Serie A', 'MLS']",8,away_ga_low,D_3.20-3.80,ROI=-1.8%<=0
Draw,395,94,23.8,-19.61,-5.0,4.02,-26.39,10.11,-29.72,-7.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Bundesliga', 'Premier League', 'Serie A', 'Eredivisie', 'La Liga', 'Ligue 1', '2. Bundesliga', 'MLS']",8,away_ga_low,D_3.80-4.50,ROI=-5.0%<=0
Draw,203,42,20.7,-0.15,-0.1,4.82,-35.25,12.75,-12.9,-6.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Bundesliga', 'La Liga', 'Serie A', 'Premier League', 'Ligue 1', 'Eredivisie', '2. Bundesliga', 'MLS']",8,away_ga_low,D_4.50-5.50,ROI=-0.1%<=0
Draw,135,16,11.9,-38.25,-28.3,6.63,-40.75,18.5,-56.75,-42.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Eredivisie', 'Serie A', 'La Liga', 'Bundesliga', 'Ligue 1', '2. Bundesliga']",7,away_ga_low,D_5.50+,ROI=-28.3%<=0
Draw,1832,467,25.5,-75.96,-4.1,3.95,-101.91,18.5,-94.46,-5.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,D_any,ROI=-4.1%<=0
Away_win,302,197,65.2,-0.08,-0.0,1.55,-12.74,2.25,-2.33,-0.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'La Liga', 'Serie A', 'Eredivisie', 'Ligue 1', '2. Bundesliga']",7,away_ga_low,A_1.30-1.80,ROI=-0.0%<=0
Away_win,439,189,43.1,-44.68,-10.2,2.11,-52.36,4.37,-49.05,-11.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,away_ga_low,A_1.80-2.50,ROI=-10.2%<=0
Away_win,592,185,31.2,-31.75,-5.4,3.09,-79.95,8.55,-40.3,-6.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,A_2.50-4.00,ROI=-5.4%<=0
Away_win,440,67,15.2,-67.42,-15.3,6.3,-94.4,38.0,-105.42,-24.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Premier League', 'Eredivisie', 'Bundesliga', 'Serie A', 'MLS']",8,away_ga_low,A_4.00+,ROI=-15.3%<=0
Away_win,1832,691,37.7,-138.73,-7.6,3.31,-183.81,38.0,-176.73,-9.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,A_any,ROI=-7.6%<=0
Over25,1832,999,54.5,46.12,2.5,1.88,-41.52,2.64,43.48,2.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,any,
Over35,1832,589,32.2,-300.6,-16.4,2.6,-315.4,4.8,-305.4,-16.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,any,ROI=-16.4%<=0
BTTS,1832,1003,54.7,-46.66,-2.5,1.78,-73.02,2.34,-49.0,-2.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,away_ga_low,any,ROI=-2.5%<=0
Home_win,1174,803,68.4,-18.69,-1.6,1.44,-28.82,1.74,-20.43,-1.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', '2. Bundesliga', 'Bundesliga', 'La Liga', 'Ligue 1', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,H_1.30-1.60,ROI=-1.6%<=0
Home_win,2056,1112,54.1,-91.03,-4.4,1.78,-94.23,2.94,-93.97,-4.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'La Liga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,all_matches,H_1.60-2.00,ROI=-4.4%<=0
Home_win,2741,1096,40.0,-242.28,-8.8,2.3,-251.44,5.12,-247.4,-9.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,all_matches,H_2.00-2.75,ROI=-8.8%<=0
Home_win,2598,602,23.2,-322.51,-12.4,4.37,-348.5,46.0,-368.51,-14.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,all_matches,H_2.75+,ROI=-12.4%<=0
Home_win,9029,3983,44.1,-695.43,-7.7,2.61,-703.91,46.0,-741.43,-8.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,H_any,ROI=-7.7%<=0
Draw,4679,1312,28.0,-103.6,-2.2,3.49,-179.45,8.25,-111.85,-2.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,D_3.20-3.80,ROI=-2.2%<=0
Draw,2259,560,24.8,-22.47,-1.0,4.01,-94.01,10.35,-32.82,-1.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'Premier League', 'La Liga', 'Serie A', 'Eredivisie', 'MLS']",8,all_matches,D_3.80-4.50,ROI=-1.0%<=0
Draw,982,189,19.2,-73.75,-7.5,4.81,-106.0,12.75,-86.5,-8.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'La Liga', 'Ligue 1', 'Eredivisie', 'Serie A', '2. Bundesliga', 'MLS']",8,all_matches,D_4.50-5.50,ROI=-7.5%<=0
Draw,759,111,14.6,-25.25,-3.3,7.06,-68.25,33.0,-58.25,-7.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'Eredivisie', 'Bundesliga', 'Serie A', 'La Liga', '2. Bundesliga', 'MLS']",8,all_matches,D_5.50+,ROI=-3.3%<=0
Draw,9029,2283,25.3,-237.69,-2.6,4.05,-309.6,33.0,-270.69,-3.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,D_any,ROI=-2.6%<=0
Away_win,707,438,62.0,-29.78,-4.2,1.56,-46.23,2.26,-32.04,-4.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Serie A', 'Eredivisie', '2. Bundesliga', 'MLS']",8,all_matches,A_1.30-1.80,ROI=-4.2%<=0
Away_win,1573,721,45.8,-42.14,-2.7,2.15,-62.9,4.42,-46.56,-3.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'Premier League', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,all_matches,A_1.80-2.50,ROI=-2.7%<=0
Away_win,3296,1018,30.9,-178.05,-5.4,3.14,-265.69,8.85,-186.9,-5.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,A_2.50-4.00,ROI=-5.4%<=0
Away_win,3350,499,14.9,-576.11,-17.2,6.82,-627.87,54.0,-630.11,-18.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,A_4.00+,ROI=-17.2%<=0
Away_win,9029,2763,30.6,-823.16,-9.1,4.19,-873.58,54.0,-877.16,-9.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,A_any,ROI=-9.1%<=0
Over25,9029,5014,55.5,397.32,4.4,1.88,-105.08,2.64,394.68,4.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,any,
Over35,9029,2986,33.1,-1265.4,-14.0,2.6,-1301.6,4.8,-1270.2,-14.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,any,ROI=-14.0%<=0
BTTS,9029,5052,56.0,-36.44,-0.4,1.78,-204.9,2.34,-38.78,-0.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,all_matches,any,ROI=-0.4%<=0
